name1,name2,docs1,docs2,code1,code2,docs_score,code_score
get_skyline,prim_heap,get_skyline Wortst Time Complexity: O(NlogN),"prim_heap Runtime:
    O((m + n)log n) with `m` edges and `n` vertices

Yield:
    Edges of a Minimum Spanning Tree

Usage:
    prim(graph, graph[0])","def get_skyline(lrh):
    """"""
    Wortst Time Complexity: O(NlogN)
    :type buildings: List[List[int]]
    :rtype: List[List[int]]
    """"""
    (skyline, live) = ([], [])
    (i, n) = (0, len(lrh))
    while i < n or live:
        if not live or (i < n and lrh[i][0] <= -live[0][1]):
            x = lrh[i][0]
            while i < n and lrh[i][0] == x:
                heapq.heappush(live, (-lrh[i][2], -lrh[i][1]))
                i += 1
        else:
            x = -live[0][1]
            while live and -live[0][1] <= x:
                heapq.heappop(live)
        height = len(live) and -live[0][0]
        if not skyline or height != skyline[-1][1]:
            skyline += ([x, height],)
    return skyline","def prim_heap(graph: list, root: Vertex) -> Iterator[tuple]:
    """"""Prim's Algorithm with min heap.

    Runtime:
        O((m + n)log n) with `m` edges and `n` vertices

    Yield:
        Edges of a Minimum Spanning Tree

    Usage:
        prim(graph, graph[0])
    """"""
    for u in graph:
        u.key = math.inf
        u.pi = None
    root.key = 0
    h = list(graph)
    hq.heapify(h)
    while h:
        u = hq.heappop(h)
        for v in u.neighbors:
            if v in h and u.edges[v.id] < v.key:
                v.pi = u
                v.key = u.edges[v.id]
                hq.heapify(h)
    for i in range(1, len(graph)):
        yield (int(graph[i].id) + 1, int(graph[i].pi.id) + 1)",0.49667388,0.97654086
merge_k_lists,merge_lists,merge_k_lists Merge List ,"merge_lists >>> merged = merge_lists(SSL(test_data_odd), SSL(test_data_even))
>>> len(merged)
16
>>> str(merged)
'-11 -> -2 -> -1 -> 0 -> 0 -> 1 -> 2 -> 3 -> 3 -> 4 -> 5 -> 6 -> 7 -> 8 -> 9 -> 10'
>>> list(merged) == list(sorted(test_data_odd + test_data_even))
True","def merge_k_lists(lists):
    """""" Merge List """"""
    dummy = ListNode(None)
    curr = dummy
    q = PriorityQueue()
    for node in lists:
        if node:
            q.put((node.val, node))
    while not q.empty():
        curr.next = q.get()[1]
        curr = curr.next
        if curr.next:
            q.put((curr.next.val, curr.next))
    return dummy.next","def merge_lists(sll_one: SortedLinkedList, sll_two: SortedLinkedList) -> SortedLinkedList:
    """"""
    >>> SSL = SortedLinkedList
    >>> merged = merge_lists(SSL(test_data_odd), SSL(test_data_even))
    >>> len(merged)
    16
    >>> str(merged)
    '-11 -> -2 -> -1 -> 0 -> 0 -> 1 -> 2 -> 3 -> 3 -> 4 -> 5 -> 6 -> 7 -> 8 -> 9 -> 10'
    >>> list(merged) == list(sorted(test_data_odd + test_data_even))
    True
    """"""
    return SortedLinkedList(list(sll_one) + list(sll_two))",0.6315421,0.99022734
dfs,mixed_keyword,"dfs the dictionary, keyed by the original nodes.","mixed_keyword H E L O
A B C D
F G I J
K M N P
Q R S T
U V W X
Y Z
and map vertically

>>> mixed_keyword(""college"", ""UNIVERSITY"")  # doctest: +NORMALIZE_WHITESPACE
{'A': 'C', 'B': 'A', 'C': 'I', 'D': 'P', 'E': 'U', 'F': 'Z', 'G': 'O', 'H': 'B',
 'I': 'J', 'J': 'Q', 'K': 'V', 'L': 'L', 'M': 'D', 'N': 'K', 'O': 'R', 'P': 'W',
 'Q': 'E', 'R': 'F', 'S': 'M', 'T': 'S', 'U': 'X', 'V': 'G', 'W': 'H', 'X': 'N',
 'Y': 'T', 'Z': 'Y'}
'XKJGUFMJST'","def dfs(node, dic):
    """"""
    Clones a graph using a recursive depth first search. Stores the clones in
    the dictionary, keyed by the original nodes.
    """"""
    for neighbor in node.neighbors:
        if neighbor not in dic:
            neighbor_copy = neighbor.shallow_copy()
            dic[neighbor] = neighbor_copy
            dic[node].add_neighbor(neighbor_copy)
            dfs(neighbor, dic)
        else:
            dic[node].add_neighbor(dic[neighbor])","def mixed_keyword(key: str='college', pt: str='UNIVERSITY') -> str:
    """"""

    For key:hello

    H E L O
    A B C D
    F G I J
    K M N P
    Q R S T
    U V W X
    Y Z
    and map vertically

    >>> mixed_keyword(""college"", ""UNIVERSITY"")  # doctest: +NORMALIZE_WHITESPACE
    {'A': 'C', 'B': 'A', 'C': 'I', 'D': 'P', 'E': 'U', 'F': 'Z', 'G': 'O', 'H': 'B',
     'I': 'J', 'J': 'Q', 'K': 'V', 'L': 'L', 'M': 'D', 'N': 'K', 'O': 'R', 'P': 'W',
     'Q': 'E', 'R': 'F', 'S': 'M', 'T': 'S', 'U': 'X', 'V': 'G', 'W': 'H', 'X': 'N',
     'Y': 'T', 'Z': 'Y'}
    'XKJGUFMJST'
    """"""
    key = key.upper()
    pt = pt.upper()
    temp = []
    for i in key:
        if i not in temp:
            temp.append(i)
    len_temp = len(temp)
    alpha = []
    modalpha = []
    for j in range(65, 91):
        t = chr(j)
        alpha.append(t)
        if t not in temp:
            temp.append(t)
    r = int(26 / 4)
    k = 0
    for _ in range(r):
        s = []
        for _ in range(len_temp):
            s.append(temp[k])
            if k >= 25:
                break
            k += 1
        modalpha.append(s)
    d = {}
    j = 0
    k = 0
    for j in range(len_temp):
        for m in modalpha:
            if not len(m) - 1 >= j:
                break
            d[alpha[k]] = m[j]
            if not k < 25:
                break
            k += 1
    print(d)
    cypher = ''
    for i in pt:
        cypher += d[i]
    return cypher",0.44605374,0.0009827296
__is_balanced_recursive,is_right,__is_balanced_recursive O(N) solution,"is_right Note: this doesn't check if P and Q are equal, but that's handled by the use of
itertools.combinations in the solution function.

>>> is_right(0, 1, 2, 0)
True
>>> is_right(1, 0, 2, 2)
False","def __is_balanced_recursive(root):
    """"""
    O(N) solution
    """"""
    return -1 != __get_depth(root)","def is_right(x1: int, y1: int, x2: int, y2: int) -> bool:
    """"""
    Check if the triangle described by P(x1,y1), Q(x2,y2) and O(0,0) is right-angled.
    Note: this doesn't check if P and Q are equal, but that's handled by the use of
    itertools.combinations in the solution function.

    >>> is_right(0, 1, 2, 0)
    True
    >>> is_right(1, 0, 2, 2)
    False
    """"""
    if x1 == y1 == 0 or x2 == y2 == 0:
        return False
    a_square = x1 * x1 + y1 * y1
    b_square = x2 * x2 + y2 * y2
    c_square = (x1 - x2) * (x1 - x2) + (y1 - y2) * (y1 - y2)
    return a_square + b_square == c_square or a_square + c_square == b_square or b_square + c_square == a_square",0.5984743,0.018158969
__get_depth,depth_of_tree,__get_depth return 0 if unbalanced else depth + 1,"depth_of_tree >>> root = Node(0)
>>> depth_of_tree(root)
1
>>> root.left = Node(0)
>>> depth_of_tree(root)
2
>>> root.right = Node(0)
>>> depth_of_tree(root)
2
>>> root.left.right = Node(0)
>>> depth_of_tree(root)
3
>>> depth_of_tree(root.left)
2","def __get_depth(root):
    """"""
    return 0 if unbalanced else depth + 1
    """"""
    if root is None:
        return 0
    left = __get_depth(root.left)
    right = __get_depth(root.right)
    if abs(left - right) > 1 or -1 in [left, right]:
        return -1
    return 1 + max(left, right)","def depth_of_tree(tree: Node | None) -> int:
    """"""
    Recursive function that returns the depth of a binary tree.

    >>> root = Node(0)
    >>> depth_of_tree(root)
    1
    >>> root.left = Node(0)
    >>> depth_of_tree(root)
    2
    >>> root.right = Node(0)
    >>> depth_of_tree(root)
    2
    >>> root.left.right = Node(0)
    >>> depth_of_tree(root)
    3
    >>> depth_of_tree(root.left)
    2
    """"""
    return 1 + max(depth_of_tree(tree.left), depth_of_tree(tree.right)) if tree else 0",0.55129313,0.99893063
bin_tree_to_list,rank,bin_tree_to_list type root: root class,"rank >>> root = build_tree(test_array)
>>> rank(root, 6, 3, 13)
2
>>> rank(root, 2, 0, 19)
4
>>> rank(root, 9, 2 ,2)
0
>>> rank(root, 0, 5, 10)
2","def bin_tree_to_list(root):
    """"""
    type root: root class
    """"""
    if not root:
        return root
    root = bin_tree_to_list_util(root)
    while root.left:
        root = root.left
    return root","def rank(node: Node | None, num: int, start: int, end: int) -> int:
    """"""
    Returns the number of occurrences of num in interval [start, end] in the list

    >>> root = build_tree(test_array)
    >>> rank(root, 6, 3, 13)
    2
    >>> rank(root, 2, 0, 19)
    4
    >>> rank(root, 9, 2 ,2)
    0
    >>> rank(root, 0, 5, 10)
    2
    """"""
    if start > end:
        return 0
    rank_till_end = rank_till_index(node, num, end)
    rank_before_start = rank_till_index(node, num, start - 1)
    return rank_till_end - rank_before_start",0.508413,0.9759829
construct_tree_util,rank_till_index,"construct_tree_util preIndex is a global variable that keeps track of the index in preorder
array.
preorder and postorder array are represented are pre[] and post[] respectively.
low and high are the indices for the postorder array.","rank_till_index >>> root = build_tree(test_array)
>>> rank_till_index(root, 6, 6)
1
>>> rank_till_index(root, 2, 0)
1
>>> rank_till_index(root, 1, 10)
2
>>> rank_till_index(root, 17, 7)
0
>>> rank_till_index(root, 0, 9)
1","def construct_tree_util(pre: list, post: list, low: int, high: int, size: int):
    """"""
        Recursive function that constructs tree from preorder and postorder array.
        
        preIndex is a global variable that keeps track of the index in preorder
        array.
        preorder and postorder array are represented are pre[] and post[] respectively.
        low and high are the indices for the postorder array.
    """"""
    global pre_index
    if pre_index == -1:
        pre_index = 0
    if pre_index >= size or low > high:
        return None
    root = TreeNode(pre[pre_index])
    pre_index += 1
    if low == high or pre_index >= size:
        return root
    i = low
    while i <= high:
        if pre[pre_index] == post[i]:
            break
        i += 1
    if i <= high:
        root.left = construct_tree_util(pre, post, low, i, size)
        root.right = construct_tree_util(pre, post, i + 1, high, size)
    return root","def rank_till_index(node: Node | None, num: int, index: int) -> int:
    """"""
    Returns the number of occurrences of num in interval [0, index] in the list

    >>> root = build_tree(test_array)
    >>> rank_till_index(root, 6, 6)
    1
    >>> rank_till_index(root, 2, 0)
    1
    >>> rank_till_index(root, 1, 10)
    2
    >>> rank_till_index(root, 17, 7)
    0
    >>> rank_till_index(root, 0, 9)
    1
    """"""
    if index < 0 or node is None:
        return 0
    if node.minn == node.maxx:
        return index + 1 if node.minn == num else 0
    pivot = (node.minn + node.maxx) // 2
    if num <= pivot:
        return rank_till_index(node.left, num, node.map_left[index] - 1)
    else:
        return rank_till_index(node.right, num, index - node.map_left[index])",0.5003401,0.9869473
construct_tree,postorder,construct_tree and postorder array.,"postorder postOrder (left, right, self)","def construct_tree(pre: list, post: list, size: int):
    """"""
        Main Function that will construct the full binary tree from given preorder
        and postorder array.
    """"""
    global pre_index
    root = construct_tree_util(pre, post, 0, size - 1, size)
    return print_inorder(root)","def postorder(curr_node: Node | None) -> list[Node]:
    """"""
    postOrder (left, right, self)
    """"""
    node_list = []
    if curr_node is not None:
        node_list = postorder(curr_node.left) + postorder(curr_node.right) + [curr_node]
    return node_list",0.61373055,0.98612636
print_inorder,print_preorder,print_inorder Prints the tree constructed in inorder format,"print_preorder >>> root = Node(1)
>>> root.left = Node(2)
>>> root.right = Node(3)
>>> print_preorder(root)
1
2
3
>>> print_preorder(root.right)
3","def print_inorder(root: TreeNode, result=None):
    """"""
        Prints the tree constructed in inorder format
    """"""
    if root is None:
        return []
    if result is None:
        result = []
    print_inorder(root.left, result)
    result.append(root.val)
    print_inorder(root.right, result)
    return result","def print_preorder(root: Node | None) -> None:
    """"""
    Print pre-order traversal of the tree.

    >>> root = Node(1)
    >>> root.left = Node(2)
    >>> root.right = Node(3)
    >>> print_preorder(root)
    1
    2
    3
    >>> print_preorder(root.right)
    3
    """"""
    if root:
        print(root.value)
        print_preorder(root.left)
        print_preorder(root.right)",0.6583163,0.999724
preorder,get_preds,preorder Function to Preorder ,"get_preds >>> get_preds(
...     np.array([[16.99, 10.34], [21.01, 23.68], [24.59, 25.69]]),
...     np.array([[1.01, 1.66, 3.5]]),
...     0.6
... )
array([1.07173261, 1.65970737, 3.50160179])","def preorder(root):
    """""" Function to Preorder """"""
    res = []
    if not root:
        return res
    stack = []
    stack.append(root)
    while stack:
        root = stack.pop()
        res.append(root.val)
        if root.right:
            stack.append(root.right)
        if root.left:
            stack.append(root.left)
    return res","def get_preds(training_data_x: np.array, mcol_b: np.array, tau: float) -> np.array:
    """"""
    Get predictions with minimum error for each training data
    >>> get_preds(
    ...     np.array([[16.99, 10.34], [21.01, 23.68], [24.59, 25.69]]),
    ...     np.array([[1.01, 1.66, 3.5]]),
    ...     0.6
    ... )
    array([1.07173261, 1.65970737, 3.50160179])
    """"""
    ypred = local_weight_regression(training_data_x, mcol_b, tau)
    return ypred",0.58748513,0.02309719
preorder_rec,reaumur_to_rankine,preorder_rec Recursive Implementation ,"reaumur_to_rankine Reference:- http://www.csgnetwork.com/temp2conv.html

>>> reaumur_to_rankine(0)
491.67
>>> reaumur_to_rankine(20.0)
536.67
>>> reaumur_to_rankine(40)
581.67
>>> reaumur_to_rankine(""reaumur"")
Traceback (most recent call last):
    ...
ValueError: could not convert string to float: 'reaumur'","def preorder_rec(root, res=None):
    """""" Recursive Implementation """"""
    if root is None:
        return []
    if res is None:
        res = []
    res.append(root.val)
    preorder_rec(root.left, res)
    preorder_rec(root.right, res)
    return res","def reaumur_to_rankine(reaumur: float, ndigits: int=2) -> float:
    """"""
    Convert a given value from reaumur to rankine and round it to 2 decimal places.
    Reference:- http://www.csgnetwork.com/temp2conv.html

    >>> reaumur_to_rankine(0)
    491.67
    >>> reaumur_to_rankine(20.0)
    536.67
    >>> reaumur_to_rankine(40)
    581.67
    >>> reaumur_to_rankine(""reaumur"")
    Traceback (most recent call last):
        ...
    ValueError: could not convert string to float: 'reaumur'
    """"""
    return round(float(reaumur) * 2.25 + 32 + 459.67, ndigits)",0.55389917,0.017002253
inorder,precedence,inorder In order function ,"precedence order of operation.
https://en.wikipedia.org/wiki/Order_of_operations","def inorder(root):
    """""" In order function """"""
    res = []
    if not root:
        return res
    stack = []
    while root or stack:
        while root:
            stack.append(root)
            root = root.left
        root = stack.pop()
        res.append(root.val)
        root = root.right
    return res","def precedence(char: str) -> int:
    """"""
    Return integer value representing an operator's precedence, or
    order of operation.
    https://en.wikipedia.org/wiki/Order_of_operations
    """"""
    return {'+': 1, '-': 1, '*': 2, '/': 2, '^': 3}.get(char, -1)",0.6574281,0.0012023904
